   4.9690399499995361E-002   1.8950592907632010E-002  -8.3663879070251172E-004
   9.9380798999990486E-002   1.8576895727283913E-002  -8.3627696063366501E-004
  0.14907119849998554        1.8219244327163545E-002  -8.3593203796041948E-004
  0.19876159799998058        1.7876986487635430E-002  -8.3560379687456392E-004
  0.24845199749997562        1.7549493125905365E-002  -8.3529201680396183E-004
  0.29814239699997203        1.7236158161515705E-002  -8.3499648224296882E-004
  0.34783279649996846        1.6936398224253024E-002  -8.3471698259682974E-004
  0.39752319599996488        1.6649652251929666E-002  -8.3445331203581448E-004
  0.44721359549996131        1.6375381008827825E-002  -8.3420526935656502E-004
  0.49690399499995774        1.6113066547260083E-002  -8.3397265784911990E-004
  0.54659439449995417        1.5862211627896295E-002  -8.3375528516866249E-004
  0.59628479399995060        1.5622339111572896E-002  -8.3355296321144506E-004
  0.64597519349994703        1.5392991331362686E-002  -8.3336550799447523E-004
  0.69566559299994346        1.5173729453215396E-002  -8.3319273953875940E-004
  0.74535599249993989        1.4964132830858869E-002  -8.3303448175592559E-004
  0.79504639199993632        1.4763798359818328E-002  -8.3289056233810596E-004
  0.84473679149993275        1.4572339835611584E-002  -8.3276081265101949E-004
  0.89442719099992918        1.4389387318076938E-002  -8.3264506763015421E-004
  0.94411759049992561        1.4214586505992943E-002  -8.3254316568001554E-004
  0.99380798999992204        1.4047598123184455E-002  -8.3245494857637364E-004
   1.0434983894999137        1.3888097318522372E-002  -8.3238026137147001E-004
   1.0931887889999046        1.3735773080923393E-002  -8.3231895230212395E-004
   1.1428791884998954        1.3590327670373588E-002  -8.3227087270068946E-004
   1.1925695879998863        1.3451476066175201E-002  -8.3223587690881094E-004
   1.2422599874998772        1.3318945432326815E-002  -8.3221382219393343E-004
   1.2919503869998681        1.3192474601067553E-002  -8.3220456866848233E-004
   1.3416407864998590        1.3071813574282493E-002  -8.3220797921170137E-004
   1.3913311859998498        1.2956723042889102E-002  -8.3222391939403507E-004
   1.4410215854998407        1.2846973924369193E-002  -8.3225225740404969E-004
   1.4907119849998316        1.2742346918122807E-002  -8.3229286397778417E-004
   1.5404023844998225        1.2642632078077892E-002  -8.3234561233049551E-004
   1.5900927839998134        1.2547628402964948E-002  -8.3241037809073386E-004
   1.6397831834998042        1.2457143442786289E-002  -8.3248703923666538E-004
   1.6894735829997951        1.2370992922337490E-002  -8.3257547603460204E-004
   1.7391639824997860        1.2289000380226305E-002  -8.3267557097964730E-004
   1.7888543819997769        1.2210996823517695E-002  -8.3278720873842561E-004
   1.8385447814997677        1.2136820397168286E-002  -8.3291027609379319E-004
   1.8882351809997586        1.2066316068284897E-002  -8.3304466189150711E-004
   1.9379255804997495        1.1999335323706291E-002  -8.3319025698875681E-004
